iso	country	year	eq_tr	r_eq_tr	housing_tr	r_housing_tr	dc
ITA	Italy	1990	-0.28007	-0.32399	0.24698	0.17091	0.019748872
ITA	Italy	1991	0.04991	-0.01231	0.18052	0.11055	0.026658697
ITA	Italy	1992	-0.01859	-0.06604	0.18303	0.12584	0.015952492
ITA	Italy	1993	0.51399	0.44912	0.06082	0.01537	-0.031518625
ITA	Italy	1994	0.09471	0.05233	0.01736	-0.02203	0.015266272
ITA	Italy	1995	-0.00282	-0.05251	0.05503	0.00246	0.01480359
ITA	Italy	1996	0.07913	0.03803	0.07578	0.03482	0.009189065
ITA	Italy	1997	0.59717	0.56818	0.06592	0.04657	0.031185978
ITA	Italy	1998	0.45186	0.42295	0.04236	0.02161	0.034216336
ITA	Italy	1999	0.23055	0.21056	0.05436	0.03723	0.02529349
ITA	Italy	2000	0.08858	0.06120	0.08839	0.06102	0.023212241
ITA	Italy	2001	-0.22175	-0.23943	0.10820	0.08303	0.006205493
ITA	Italy	2002	-0.18566	-0.20639	0.15118	0.12187	-0.001415428
ITA	Italy	2003	0.17216	0.14009	0.09978	0.06969	0.001923661
ITA	Italy	2004	0.26379	0.23589	0.10501	0.08062	-0.003132579
ITA	Italy	2005	0.20897	0.18287	0.10536	0.08150	-0.001520527
ITA	Italy	2006	0.22232	0.19567	0.09011	0.06634	0.015228426
ITA	Italy	2007	-0.04195	-0.06097	0.07691	0.05554	-0.0029
ITA	Italy	2008	-0.46840	-0.48634	0.04693	0.01161	-0.02376893
ITA	Italy	2009	0.22565	0.21635	0.02471	0.01693	-0.026402301
ITA	Italy	2010	-0.07459	-0.08934	0.02434	0.00801	0.008885236
ITA	Italy	2011	-0.21319	-0.23562	0.03922	0.00959	-0.001071649
ITA	Italy	2012	0.13068	0.09440	-0.01082	-0.04256	-0.039739702
ITA	Italy	2013	0.22843	0.21332	-0.02137	-0.03341	-0.035685104
ITA	Italy	2014	0.03466	0.03225	-0.00545	-0.00777	-0.007402479
ITA	Italy	2015	0.17594	0.17468	0.01364	0.01254	0.019303531
JPN	Japan	1950	-0.27820	-0.22498			
JPN	Japan	1951	0.42148	0.20497			0.111002258
JPN	Japan	1952	0.81019	0.72417			0.159841707
JPN	Japan	1953	0.56977	0.47323			0.114745587
JPN	Japan	1954	-0.07894	-0.13460			0.037685475
JPN	Japan	1955	0.21122	0.22582			0.067239486
JPN	Japan	1956	0.46459	0.45808			0.078624429
JPN	Japan	1957	0.17635	0.14085			0.07276791
JPN	Japan	1958	0.12527	0.13014			0.055253388
JPN	Japan	1959	0.53750	0.52430			0.073069471
JPN	Japan	1960	0.36317	0.31248	0.28802	0.24012	0.101389964
JPN	Japan	1961	0.20459	0.14318	0.43765	0.36436	0.094554368
JPN	Japan	1962	-0.02012	-0.08137	0.31452	0.23236	0.066716431
JPN	Japan	1963	0.10704	0.02770	0.20166	0.11553	0.077863208
JPN	Japan	1964	-0.08892	-0.12189	0.18839	0.14539	0.094122171
JPN	Japan	1965	0.00496	-0.05708	0.20334	0.12906	0.045202865
JPN	Japan	1966	0.25859	0.19585	0.11280	0.05732	0.093568859
JPN	Japan	1967	0.05622	0.01743	0.16762	0.12475	0.09801568
JPN	Japan	1968	0.13842	0.08044	0.22846	0.16588	0.083893719
JPN	Japan	1969	0.34069	0.27247	0.25817	0.19414	0.084251822
JPN	Japan	1970	0.09358	0.01602	0.28116	0.19030	0.068989993
JPN	Japan	1971	0.12733	0.06282	0.22951	0.15916	0.044519234
JPN	Japan	1972	0.61180	0.54044	0.19476	0.14187	0.07746133
JPN	Japan	1973	0.30898	0.17441	0.33557	0.19827	0.081933064
JPN	Japan	1974	-0.12447	-0.29695	0.29763	0.04200	-0.019637373
JPN	Japan	1975	0.05088	-0.06020	-0.00702	-0.11198	0.029069149
JPN	Japan	1976	0.14641	0.04795	0.05371	-0.03679	0.021993869
JPN	Japan	1977	0.10224	0.02083	0.08071	0.00088	0.02916759
JPN	Japan	1978	0.13754	0.09552	0.09142	0.05111	0.043773005
JPN	Japan	1979	0.10140	0.06357	0.11739	0.07901	0.055826321
JPN	Japan	1980	0.06383	-0.01550	0.17066	0.08336	0.001582465
JPN	Japan	1981	0.17548	0.12068	0.16128	0.10714	0.0070258
JPN	Japan	1982	0.00610	-0.02017	0.12751	0.09807	0.036779998
JPN	Japan	1983	0.22308	0.20127	0.09253	0.07304	0.021337291
JPN	Japan	1984	0.27473	0.24693	0.06945	0.04612	0.017824154
JPN	Japan	1985	0.21527	0.19187	0.06071	0.04029	0.033613224
JPN	Japan	1986	0.31692	0.30853	0.05517	0.04844	0.027198236
JPN	Japan	1987	0.47517	0.47360	0.07848	0.07733	0.036297416
JPN	Japan	1988	0.09663	0.08854	0.11739	0.10915	0.044364935
JPN	Japan	1989	0.20692	0.18080	0.08636	0.06284	0.044121829
JPN	Japan	1990	-0.13175	-0.15780	0.15826	0.12351	0.042418704
JPN	Japan	1991	-0.15509	-0.18209	0.12548	0.08953	0.025614419
JPN	Japan	1992	-0.26120	-0.27316	0.00163	-0.01459	0.023681662
JPN	Japan	1993	0.12973	0.11486	-0.02209	-0.03496	0.0112125
JPN	Japan	1994	0.06542	0.05845	0.00049	-0.00605	0.023510613
JPN	Japan	1995	-0.13682	-0.13601	0.01607	0.01702	0.014500466
JPN	Japan	1996	0.16981	0.16871	0.01318	0.01223	0.022046922
JPN	Japan	1997	-0.12793	-0.14313	0.01753	-0.00021	0.006622626
JPN	Japan	1998	-0.14893	-0.15436	0.01988	0.01337	-0.003106109
JPN	Japan	1999	0.20517	0.20847	0.00796	0.01072	-0.000323078
JPN	Japan	2000	0.12055	0.12880	-0.00037	0.00699	0.007940429
JPN	Japan	2001	-0.21789	-0.21207	-0.00324	0.00418	0.014550375
JPN	Japan	2002	-0.16842	-0.16066	-0.00650	0.00276	0.003163594
JPN	Japan	2003	-0.04552	-0.04305	-0.00786	-0.00529	0.009740652
JPN	Japan	2004	0.25290	0.25303	-0.02208	-0.02198	0.019010985
JPN	Japan	2005	0.15390	0.15720	-0.00891	-0.00607	0.01891371
JPN	Japan	2006	0.27169	0.26849	0.00870	0.00616	0.018636982
JPN	Japan	2007	0.02686	0.02623	0.03452	0.03388	0.006445
JPN	Japan	2008	-0.27347	-0.28341	0.04334	0.02906	-0.006494145
JPN	Japan	2009	-0.24992	-0.23965	0.01602	0.02994	-0.008967816
JPN	Japan	2010	0.03775	0.04527	0.01211	0.01944	0.027501875
JPN	Japan	2011	-0.04824	-0.04564	0.02141	0.02421	-0.003400621
JPN	Japan	2012	-0.04364	-0.04310	0.02636	0.02694	0.021916463
JPN	Japan	2013	0.72168	0.71580	0.07317	0.06950	0.027542711
JPN	Japan	2014	0.10385	0.07421	0.07124	0.04247	-0.00775008
JPN	Japan	2015	0.11166	0.10291	0.07893	0.07044	-0.001108309
NLD	Netherlands	1950	0.02515	-0.05949	0.05347	-0.03351	
NLD	Netherlands	1951	0.03893	-0.07178	0.10508	-0.01267	-0.03490874
NLD	Netherlands	1952	-0.04734	-0.04734	0.10437	0.10437	-0.005466036
NLD	Netherlands	1953	0.22624	0.22624	0.16138	0.16138	0.043289869
NLD	Netherlands	1954	0.72942	0.66290	0.15891	0.11433	0.054357726
NLD	Netherlands	1955	0.22892	0.20574	0.20375	0.18104	0.05423696
NLD	Netherlands	1956	0.11082	0.09025	0.18510	0.16315	0.062118168
NLD	Netherlands	1957	-0.07763	-0.13062	0.12338	0.05884	-0.009585683
NLD	Netherlands	1958	0.40306	0.37310	0.12910	0.10499	-0.0115552
NLD	Netherlands	1959	0.32759	0.31357	0.19666	0.18402	0.029630396
NLD	Netherlands	1960	0.07463	0.05023	0.18145	0.15462	0.048805066
NLD	Netherlands	1961	0.05401	0.04041	0.23679	0.22083	0.040735189
NLD	Netherlands	1962	-0.05242	-0.07360	0.20776	0.18077	0.046653798
NLD	Netherlands	1963	0.13272	0.09607	0.12462	0.08824	0.057445724
NLD	Netherlands	1964	0.17243	0.10825	0.12057	0.05923	0.04554561
NLD	Netherlands	1965	-0.07081	-0.12171	-0.03671	-0.08947	0.061146232
NLD	Netherlands	1966	-0.14302	-0.18997	-0.03438	-0.08729	0.01890628
NLD	Netherlands	1967	0.33058	0.28574	0.14137	0.10291	0.042600751
NLD	Netherlands	1968	0.34616	0.29844	0.14078	0.10034	0.05552131
NLD	Netherlands	1969	-0.03080	-0.09781	0.36570	0.27127	0.065374012
NLD	Netherlands	1970	-0.04418	-0.07811	0.28946	0.24369	0.060498733
NLD	Netherlands	1971	-0.05353	-0.11938	0.19230	0.10934	0.020035086
NLD	Netherlands	1972	0.30857	0.21398	0.16586	0.08159	0.015845311
NLD	Netherlands	1973	-0.13726	-0.20127	0.18692	0.09886	0.037746624
NLD	Netherlands	1974	-0.19213	-0.26295	0.17582	0.07274	0.024112063
NLD	Netherlands	1975	0.47473	0.33808	0.18410	0.07438	0.02106792
NLD	Netherlands	1976	0.05433	-0.03324	0.36457	0.25124	0.047096862
NLD	Netherlands	1977	0.09302	0.02656	0.43101	0.34400	0.03504685
NLD	Netherlands	1978	0.05776	0.01629	0.11822	0.07438	0.039792469
NLD	Netherlands	1979	0.11091	0.06603	-0.01666	-0.05639	0.00611457
NLD	Netherlands	1980	0.18620	0.11337	-0.04287	-0.10163	-0.008978239
NLD	Netherlands	1981	-0.00594	-0.06878	-0.05352	-0.11336	-0.043855686
NLD	Netherlands	1982	0.24104	0.17231	-0.05309	-0.10553	-0.013631374
NLD	Netherlands	1983	0.60514	0.56107	0.08709	0.05724	0.006226339
NLD	Netherlands	1984	0.28100	0.24040	0.06463	0.03088	0.01303316
NLD	Netherlands	1985	0.33099	0.30204	0.07626	0.05285	0.013285304
NLD	Netherlands	1986	0.09501	0.09392	0.12459	0.12347	0.017479136
NLD	Netherlands	1987	-0.17890	-0.17304	0.12229	0.13029	0.014866298
NLD	Netherlands	1988	0.35225	0.34223	0.12019	0.11189	0.009521475
NLD	Netherlands	1989	0.27496	0.26131	0.13978	0.12758	0.025969992
NLD	Netherlands	1990	-0.13129	-0.15210	0.09063	0.06450	0.033064407
NLD	Netherlands	1991	0.18728	0.15121	0.09803	0.06467	0.019107954
NLD	Netherlands	1992	0.07924	0.04594	0.15811	0.12238	-0.000167027
NLD	Netherlands	1993	0.47247	0.43538	0.15474	0.12565	0.001338949
NLD	Netherlands	1994	0.02285	-0.00502	0.19333	0.16081	0.013322663
NLD	Netherlands	1995	0.19815	0.17554	0.13494	0.11352	0.021872068
NLD	Netherlands	1996	0.40328	0.37473	0.17359	0.14972	0.039313001
NLD	Netherlands	1997	0.44899	0.42259	0.17776	0.15630	0.029199633
NLD	Netherlands	1998	0.22288	0.20146	0.16527	0.14485	0.045169466
NLD	Netherlands	1999	0.30649	0.28040	0.21444	0.19018	0.046184119
NLD	Netherlands	2000	-0.02128	-0.04371	0.22732	0.19919	0.029380145
NLD	Netherlands	2001	-0.19218	-0.23147	0.15110	0.09510	0.010423762
NLD	Netherlands	2002	-0.32825	-0.35318	0.10141	0.06054	0.002592998
NLD	Netherlands	2003	0.09192	0.06814	0.07128	0.04795	-0.00672992
NLD	Netherlands	2004	0.09735	0.08238	0.07795	0.06324	0.006520537
NLD	Netherlands	2005	0.30318	0.28403	0.07433	0.05855	0.004659286
NLD	Netherlands	2006	0.20137	0.18185	0.07982	0.06228	-0.011156136
NLD	Netherlands	2007	0.08165	0.06475	0.07477	0.05798	0.016202
NLD	Netherlands	2008	-0.49462	-0.50556	0.06166	0.03869	0.00828969
NLD	Netherlands	2009	0.44535	0.43142	-0.00171	-0.01133	-0.013514199
NLD	Netherlands	2010	0.09256	0.08250	0.01445	0.00512	-0.004867004
NLD	Netherlands	2011	-0.09285	-0.11472	0.01137	-0.01302	-0.003961331
NLD	Netherlands	2012	0.12577	0.09492	-0.02525	-0.05196	-0.015062557
NLD	Netherlands	2013	0.18547	0.15592	-0.01854	-0.04300	-0.012556528
NLD	Netherlands	2014	0.09625	0.09276	0.05436	0.05100	0.000142547
NLD	Netherlands	2015	0.08113	0.07878	0.08225	0.07989	0.015260491
NOR	Norway	1950	0.18171	0.12475	0.08620	0.03383	
NOR	Norway	1951	0.12378	-0.02867	0.03299	-0.10715	-0.008329863
NOR	Norway	1952	-0.02079	-0.10174	0.10858	0.01693	0.030659387
NOR	Norway	1953	-0.01152	-0.03300	0.17049	0.14505	0.029747351
NOR	Norway	1954	0.29334	0.24255	-0.04231	-0.07991	0.020182034
NOR	Norway	1955	0.08791	0.07711	0.38328	0.36955	0.02094647
NOR	Norway	1956	0.17782	0.13465	0.08971	0.04977	0.020136778
NOR	Norway	1957	-0.11736	-0.14197	0.08626	0.05596	0.0141527
NOR	Norway	1958	-0.03446	-0.08074	0.14718	0.09219	-0.00550863
NOR	Norway	1959	0.13142	0.10613	0.04828	0.02485	0.032496307
NOR	Norway	1960	0.10149	0.09753	0.16095	0.15678	0.074034335
NOR	Norway	1961	0.08808	0.06512	0.11127	0.08782	0.05028305
NOR	Norway	1962	-0.19031	-0.23088	0.15596	0.09804	0.022511097
NOR	Norway	1963	0.10737	0.08066	0.16732	0.13916	0.026666667
NOR	Norway	1964	0.02982	-0.02725	0.13511	0.07220	0.029598309
NOR	Norway	1965	-0.02992	-0.06891	0.19215	0.14424	0.016720446
NOR	Norway	1966	-0.08572	-0.11451	0.12622	0.09076	0.027986151
NOR	Norway	1967	-0.03390	-0.07620	0.12425	0.07502	0.030030873
NOR	Norway	1968	0.14181	0.10375	0.12885	0.09123	0.028065395
NOR	Norway	1969	0.21763	0.18259	0.14926	0.11619	0.06864564
NOR	Norway	1970	0.36287	0.23184	0.21157	0.09508	-0.007440476
NOR	Norway	1971	-0.18755	-0.23516	0.12382	0.05798	0.048975512
NOR	Norway	1972	0.16951	0.09037	0.20052	0.11928	0.018342068
NOR	Norway	1973	0.43882	0.33944	0.11974	0.04240	0.02994152
NOR	Norway	1974	-0.32542	-0.38345	0.11333	0.01756	0.025891438
NOR	Norway	1975	-0.11796	-0.21027	0.19548	0.07036	0.04936905
NOR	Norway	1976	0.12048	0.02644	0.11413	0.02063	0.056329114
NOR	Norway	1977	-0.21684	-0.28219	0.28248	0.17547	0.060714999
NOR	Norway	1978	0.09471	0.01211	0.19422	0.10410	-0.021841461
NOR	Norway	1979	0.61350	0.54070	0.14611	0.09440	0.037728585
NOR	Norway	1980	-0.04689	-0.14066	0.17006	0.05495	0.016694491
NOR	Norway	1981	0.20941	0.06409	0.38041	0.21454	-0.00237183
NOR	Norway	1982	-0.12115	-0.21053	0.29221	0.16079	0.005303584
NOR	Norway	1983	0.92804	0.77838	0.11776	0.03099	0.016736402
NOR	Norway	1984	0.32284	0.24432	0.14604	0.07803	0.030059045
NOR	Norway	1985	0.35791	0.28528	0.13400	0.07335	0.093972555
NOR	Norway	1986	-0.06623	-0.12889	0.36054	0.26924	0.046522706
NOR	Norway	1987	-0.10823	-0.17977	0.28122	0.17844	-0.012744652
NOR	Norway	1988	0.33756	0.25379	0.04044	-0.02472	-0.028430921
NOR	Norway	1989	0.59781	0.52842	-0.08937	-0.12892	-0.012021512
NOR	Norway	1990	-0.07800	-0.11453	0.02072	-0.01972	0.002561639
NOR	Norway	1991	-0.11708	-0.14632	-0.00971	-0.04250	0.018205046
NOR	Norway	1992	-0.04774	-0.06959	-0.00338	-0.02625	0.018193225
NOR	Norway	1993	0.59363	0.55803	0.15413	0.12834	0.018022181
NOR	Norway	1994	0.11406	0.09871	0.22849	0.21156	0.029202603
NOR	Norway	1995	0.16799	0.14008	0.15473	0.12713	0.034842693
NOR	Norway	1996	0.33443	0.31798	0.17880	0.16427	0.061940617
NOR	Norway	1997	0.36776	0.33338	0.15731	0.12822	0.027558528
NOR	Norway	1998	-0.26890	-0.28511	0.21099	0.18415	0.023043874
NOR	Norway	1999	0.47665	0.44298	0.19233	0.16515	0.030160346
NOR	Norway	2000	0.04273	0.01152	0.20970	0.17349	0.036442248
NOR	Norway	2001	-0.14613	-0.17114	0.13136	0.09822	0.016924911
NOR	Norway	2002	-0.31086	-0.31963	0.12194	0.10767	0.025550867
NOR	Norway	2003	0.48399	0.44814	0.07309	0.04717	0.0232
NOR	Norway	2004	0.38445	0.37804	0.19624	0.19070	0.049033843
NOR	Norway	2005	0.40477	0.38371	0.16776	0.15026	0.025127768
NOR	Norway	2006	0.32435	0.29417	0.21546	0.18776	0.038637308
NOR	Norway	2007	0.11461	0.10654	0.16476	0.15633	0.042243898
NOR	Norway	2008	-0.54061	-0.55729	-0.00400	-0.04015	0.004165889
NOR	Norway	2009	0.64782	0.61287	0.05768	0.03524	-0.012250999
NOR	Norway	2010	0.18347	0.15575	0.13144	0.10493	0.024772741
NOR	Norway	2011	-0.12456	-0.13582	0.13359	0.11901	0.020868887
NOR	Norway	2012	0.15363	0.14626	0.10844	0.10136	0.021435942
NOR	Norway	2013	0.23592	0.21015	0.07861	0.05612	0.01575588
NOR	Norway	2014	0.04952	0.02808	0.06491	0.04315	0.009266985
NOR	Norway	2015	0.05941	0.03716	0.09849	0.07543	0.016929152
PRT	Portugal	1950	0.00828	0.03495	-0.02799	-0.00228	
PRT	Portugal	1951	0.17749	0.16137	0.13047	0.11500	0.049431015
PRT	Portugal	1952	0.15276	0.15097	0.03850	0.03689	-0.009760703
PRT	Portugal	1953	0.12199	0.11196	0.20377	0.19300	0.063256707
PRT	Portugal	1954	0.30218	0.29195	0.09160	0.08302	0.038552326
PRT	Portugal	1955	-0.00266	-0.03520	0.21476	0.17513	0.033419888
PRT	Portugal	1956	-0.00906	-0.05074	0.06623	0.02139	-0.000509906
PRT	Portugal	1957	-0.03429	-0.03452	0.02173	0.02149	0.048730116
PRT	Portugal	1958	-0.04944	-0.06287	0.13116	0.11518	0.021726644
PRT	Portugal	1959	0.11209	0.09760	0.12695	0.11227	0.042535006
PRT	Portugal	1960	0.08053	0.05710	0.18464	0.15895	0.046736583
PRT	Portugal	1961	-0.02387	-0.02146	0.04330	0.04587	0.054674194
PRT	Portugal	1962	-0.06358	-0.06316	-0.09209	-0.09168	0.053125794
PRT	Portugal	1963	0.16057	0.13114	0.05171	0.02504	0.060370286
PRT	Portugal	1964	0.19379	0.13807	0.11115	0.05929	0.036585257
PRT	Portugal	1965	0.09501	0.06053	0.05660	0.02334	0.092151096
PRT	Portugal	1966	0.14293	0.11459	0.06092	0.03462	0.03998013
PRT	Portugal	1967	-0.04399	-0.08228	-0.00764	-0.04739	0.050058379
PRT	Portugal	1968	0.05354	0.03305	0.11459	0.09291	0.066744405
PRT	Portugal	1969	0.31890	0.28440	0.09991	0.07114	-0.023544342
PRT	Portugal	1970	0.09905	0.04638	0.08112	0.02931	0.099272861
PRT	Portugal	1971	0.19487	0.11251	0.25665	0.17003	0.106396865
PRT	Portugal	1972	0.46552	0.35200	0.14798	0.05906	0.045794305
PRT	Portugal	1973	0.73811	0.61405	0.27289	0.18204	0.066748958
PRT	Portugal	1974	-0.23353	-0.44411	0.23793	-0.10218	0.07313983
PRT	Portugal	1975	-0.44303	-0.53011	-0.11041	-0.24949	-0.087987603
PRT	Portugal	1976	-0.44303	-0.53832	0.19624	-0.00841	-0.010862558
PRT	Portugal	1977	-0.44080	-0.57946	0.33260	0.00216	0.021805382
PRT	Portugal	1978	-0.22110	-0.38554	0.32383	0.04435	0.059774876
PRT	Portugal	1979	0.40605	0.13300	0.26871	0.02232	0.068515915
PRT	Portugal	1980	1.07054	0.74881	0.33431	0.12698	0.079332756
PRT	Portugal	1981	-0.31103	-0.40647	0.44866	0.24798	0.017529774
PRT	Portugal	1982	-0.15460	-0.30931	0.29110	0.05483	0.019005162
PRT	Portugal	1983	-0.03658	-0.23234	0.29556	0.03232	-0.004751823
PRT	Portugal	1984	0.07049	-0.16887	0.25390	-0.02648	-0.001381987
PRT	Portugal	1985	1.36882	0.98061	0.24858	0.04396	0.011768276
PRT	Portugal	1986	0.92671	0.72336	0.20501	0.07783	0.062416412
PRT	Portugal	1987	1.11877	0.94109	0.26226	0.15640	0.081563016
PRT	Portugal	1988	-0.27715	-0.34255	0.26517	0.15071	0.086538038
PRT	Portugal	1989	0.31688	0.16952	0.24214	0.10314	0.043177646
PRT	Portugal	1990	-0.32945	-0.40869	0.25057	0.10280	0.078387259
PRT	Portugal	1991	-0.02298	-0.12297	0.19445	0.07222	0.083720715
PRT	Portugal	1992	-0.11212	-0.18468	0.11301	0.02205	0.035563182
PRT	Portugal	1993	0.53246	0.43893	0.10702	0.03945	0.002148215
PRT	Portugal	1994	0.08416	0.03057	0.09362	0.03957	0.002378368
PRT	Portugal	1995	-0.04594	-0.08351	0.18412	0.13748	0.012792751
PRT	Portugal	1996	0.32568	0.28582	0.03917	0.00793	0.030168972
PRT	Portugal	1997	0.65247	0.61690	0.13782	0.11332	0.030150224
PRT	Portugal	1998	0.26245	0.23510	0.20602	0.17990	0.04583184
PRT	Portugal	1999	0.12566	0.10178	0.16496	0.14024	0.046258661
PRT	Portugal	2000	-0.08215	-0.10718	0.11627	0.08583	0.031992966
PRT	Portugal	2001	-0.19036	-0.22456	0.10937	0.06252	0.00832075
PRT	Portugal	2002	-0.20653	-0.23467	0.09772	0.05877	0.008678756
PRT	Portugal	2003	0.17397	0.13693	0.16217	0.12551	-0.003301049
PRT	Portugal	2004	0.17997	0.15109	0.22452	0.19455	0.019917658
PRT	Portugal	2005	0.17187	0.14747	0.16780	0.14348	0.016328304
PRT	Portugal	2006	0.33272	0.29336	0.11013	0.07735	0.003496181
PRT	Portugal	2007	0.18311	0.15513	0.04742	0.02264	0.011879
PRT	Portugal	2008	-0.49718	-0.51016	0.05262	0.02544	0.01448098
PRT	Portugal	2009	0.39963	0.41238	-0.05473	-0.04611	-0.010422471
PRT	Portugal	2010	-0.06211	-0.07496	0.04543	0.03111	0.023505574
PRT	Portugal	2011	-0.20373	-0.23106	-0.10757	-0.13820	-0.068585861
PRT	Portugal	2012	0.07693	0.04784	-0.01037	-0.03710	-0.04933868
PRT	Portugal	2013	0.15601	0.15095	0.01348	0.00904	-0.004981292
PRT	Portugal	2014	-0.21121	-0.20995	0.07703	0.07875	0.029342549
PRT	Portugal	2015	0.18605	0.18005	0.06396	0.05858	0.024615602
ESP	Spain	1950	0.06614	-0.03820	-0.03355	-0.12813	
ESP	Spain	1951	0.19546	0.09247	0.16805	0.06742	0.136918499
ESP	Spain	1952	0.09630	0.11850	0.04044	0.06152	0.048835453
ESP	Spain	1953	0.04131	0.02471	0.26497	0.24479	-0.037870764
ESP	Spain	1954	0.26043	0.24510	0.21554	0.20076	0.039901864
ESP	Spain	1955	0.37714	0.32387	0.06624	0.02499	0.028568713
ESP	Spain	1956	0.49410	0.41139	0.05645	-0.00203	0.075888706
ESP	Spain	1957	0.09217	-0.01407	0.14007	0.02917	0.072848524
ESP	Spain	1958	-0.11817	-0.22214	0.07717	-0.04984	0.0801434
ESP	Spain	1959	-0.05388	-0.11827	0.49524	0.39347	0.012444119
ESP	Spain	1960	0.02201	0.00980	-0.20193	-0.21147	-0.043568918
ESP	Spain	1961	0.28370	0.25846	0.36653	0.33966	0.102174875
ESP	Spain	1962	0.25330	0.18575	0.21063	0.14538	0.081556874
ESP	Spain	1963	0.08891	0.00144	0.16702	0.07327	0.100920193
ESP	Spain	1964	0.01599	-0.05033	0.17551	0.09878	0.040576556
ESP	Spain	1965	0.09912	-0.01726	0.18769	0.06193	0.068749443
ESP	Spain	1966	0.07835	0.00261	0.13465	0.05496	0.060578008
ESP	Spain	1967	0.08036	0.01559	0.09723	0.03144	0.051862458
ESP	Spain	1968	0.22479	0.16689	0.12644	0.07318	0.042686948
ESP	Spain	1969	0.52444	0.49234	0.28417	0.25713	0.062750166
ESP	Spain	1970	0.09526	0.03579	0.15003	0.08760	0.031309724
ESP	Spain	1971	0.04052	-0.03851	0.17987	0.09026	0.043391884
ESP	Spain	1972	0.34751	0.24476	0.22713	0.13356	0.076670884
ESP	Spain	1973	0.29760	0.16438	0.15305	0.03467	0.068349632
ESP	Spain	1974	0.04121	-0.09438	0.15887	0.00796	0.041839505
ESP	Spain	1975	-0.11339	-0.24650	0.08520	-0.07773	0.024634332
ESP	Spain	1976	-0.10936	-0.24288	0.16002	-0.01389	0.041202615
ESP	Spain	1977	-0.28759	-0.42797	0.24436	-0.00083	0.017307526
ESP	Spain	1978	-0.13261	-0.27581	0.30142	0.08656	0.018646346
ESP	Spain	1979	-0.07151	-0.19723	0.23947	0.07164	0.000913939
ESP	Spain	1980	0.00962	-0.12629	0.10852	-0.04070	0.01273315
ESP	Spain	1981	0.42420	0.24328	0.12224	-0.02032	-0.017747773
ESP	Spain	1982	0.00001	-0.12597	0.11366	-0.02664	-0.005169791
ESP	Spain	1983	0.12421	0.00218	0.11967	-0.00186	0.000102679
ESP	Spain	1984	0.46708	0.31839	0.13896	0.02353	-0.004610566
ESP	Spain	1985	0.34465	0.23573	0.15655	0.06287	0.033362495
ESP	Spain	1986	1.13260	0.96019	0.22215	0.12335	0.032237238
ESP	Spain	1987	0.47929	0.40553	0.26396	0.20094	0.057470728
ESP	Spain	1988	0.14383	0.09106	0.28269	0.22351	0.049424123
ESP	Spain	1989	0.12630	0.05467	0.26157	0.18133	0.057521512
ESP	Spain	1990	-0.11797	-0.17352	0.18136	0.10696	0.037866645
ESP	Spain	1991	0.05410	-0.00495	0.16690	0.10153	0.029247469
ESP	Spain	1992	-0.08083	-0.13224	0.00904	-0.04740	0.019196364
ESP	Spain	1993	0.56100	0.49280	0.02066	-0.02393	-0.024982253
ESP	Spain	1994	-0.09200	-0.13290	0.03332	-0.01323	0.006645667
ESP	Spain	1995	0.15700	0.10531	0.05845	0.01117	0.013992398
ESP	Spain	1996	0.42900	0.37991	0.05461	0.01838	0.020263153
ESP	Spain	1997	0.45400	0.42721	0.07288	0.05311	0.024385066
ESP	Spain	1998	0.39500	0.37082	0.07892	0.06021	0.04026446
ESP	Spain	1999	0.19700	0.17083	0.09951	0.07547	0.044982354
ESP	Spain	2000	-0.10400	-0.13417	0.10397	0.06680	0.040395552
ESP	Spain	2001	-0.03638	-0.06976	0.12280	0.08390	0.032096221
ESP	Spain	2002	-0.20465	-0.23174	0.19601	0.15527	0.013825465
ESP	Spain	2003	0.32978	0.29056	0.22350	0.18742	0.005003092
ESP	Spain	2004	0.23082	0.19444	0.20368	0.16810	0.024188613
ESP	Spain	2005	0.25783	0.21673	0.16384	0.12581	0.021265433
ESP	Spain	2006	0.40547	0.35771	0.11701	0.07904	0.021371811
ESP	Spain	2007	0.09162	0.06208	0.07049	0.04152	0.012937775
ESP	Spain	2008	-0.36947	-0.39418	0.01763	-0.02225	-0.022641603
ESP	Spain	2009	0.35605	0.35991	-0.05973	-0.05705	-0.04409907
ESP	Spain	2010	-0.14670	-0.16178	-0.00902	-0.02653	-0.001736286
ESP	Spain	2011	-0.08771	-0.11593	-0.03734	-0.06712	-0.028079404
ESP	Spain	2012	0.05011	0.02507	-0.06804	-0.09026	-0.033810237
ESP	Spain	2013	0.29880	0.28071	-0.13461	-0.14667	-0.025688285
ESP	Spain	2014	0.09085	0.09243	0.02797	0.02947	0.019938223
ESP	Spain	2015	-0.03199	-0.02716	0.06049	0.06578	0.030274493
SWE	Sweden	1950	0.28483	0.26507	-0.02350	-0.03852	
SWE	Sweden	1951	0.23161	0.05335	-0.03432	-0.17409	-0.018911321
SWE	Sweden	1952	-0.11041	-0.17044	0.21621	0.13413	0.029174264
SWE	Sweden	1953	0.18324	0.17603	0.14412	0.13715	0.019741838
SWE	Sweden	1954	0.38268	0.37015	-0.23448	-0.24142	0.035244478
SWE	Sweden	1955	-0.02632	-0.04930	0.22284	0.19398	0.023975066
SWE	Sweden	1956	0.02587	-0.02312	0.35688	0.29208	0.021306486
